-38.40887685329926,142.47928619384766
-38.403765164218015,142.481689453125
-38.400402013710135,142.48340606689453
-38.398384048297096,142.47928619384766
-38.39636602655397,142.48580932617188
-38.397980448454845,142.4952507019043
-38.40188181921159,142.5004005432129
-38.40578297941292,142.50726699829102
-38.40806976853281,142.51121520996094
-38.39999842513398,142.51379013061523
-38.38963888059368,142.5223731994629
-38.370126618278654,142.52511978149414
-38.36945368778054,142.51893997192383
-38.36339703171804,142.51962661743164
-38.36285863776205,142.50606536865234
-38.362051039319596,142.48907089233398
-38.36164723671956,142.46641159057617
-38.37362575599803,142.46074676513672
-38.37672100601069,142.45147705078125
-38.384256713215336,142.45954513549805
-38.397980448454845,142.45628356933594
-38.400805600033046,142.46829986572266
-38.40712815824652,142.47207641601562
